;ID;position.x;position.y;position.z;total_volume;cell_type;cycle_model;current_phase;elapsed_time_in_phase;nuclear_volume;cytoplasmic_volume;fluid_fraction;calcified_fraction;orientation.x;orientation.y;orientation.z;polarity;migration_speed;motility_vector.x;motility_vector.y;motility_vector.z;migration_bias;motility_bias_direction.x;motility_bias_direction.y;motility_bias_direction.z;persistence_time;motility_reserved;Oxygen;HIF;LDH;PDK;PDH;Diff_coeff;distance;simulation_time
1130;1129;-75.2474500775075;-111.238669864814;68.3888001627156;2494;0;9999;4;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528152226721676;3.58281866000239;3.39126638162851;6.23542847886735;0.142167657762105;47296.3772873816;150.709151693438;6
1131;1130;-67.3706518015035;-116.036960853016;81.8162943306587;2494;0;9999;4;47.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052815467669836;3.58281713734944;3.39126622230581;6.23542806151007;0.142167658048124;58943.7579721946;157.153705098432;6
1132;1131;-75.303921260474;-110.816069839595;95.2028941516192;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052815467669836;3.58281713734944;3.39126622230581;6.23542806151007;0.142167658048124;58943.7579721946;164.360801125883;6
1133;1132;-75.4448215008478;-101.045844784831;-108.513190375311;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528157005945986;3.58281569249287;3.39126606616601;6.23542765247192;0.142167658331778;78009.8985806354;166.364949208069;6
1134;1133;-67.0296807840686;-106.090889217003;-95.4809504702593;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154380751109;3.58281732292819;3.39126623755609;6.23542810144074;0.142167658023871;58055.9547218747;157.685975227896;6
1135;1134;-75.2275690656125;-102.061268170677;-82.0089465736493;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154380751109;3.58281732292819;3.39126623755609;6.23542810144074;0.142167658023871;58055.9547218747;151.000519622444;6
1136;1135;-67.1708164122333;-106.693407596085;-68.5673133826437;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151915673795;3.582818853187;3.39126639914562;6.23542852473846;0.142167657733008;42959.1092167045;143.516125457957;6
1137;1136;-75.5176647375059;-101.765699971135;-54.86196353946;2677.34816058094;0;9999;2;41.9611111111071;589.132166316602;2088.21599426434;0.724786828164;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149916374127;3.58282009006104;3.39126652941666;6.23542886599656;0.142167657498468;37547.136919536;138.090587736552;6
1138;1137;-67.1198922183963;-106.443900104872;-41.2582105709138;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149916374127;3.58282009006104;3.39126652941666;6.23542886599656;0.142167657498468;37547.136919536;132.429693575342;6
1139;1138;-75.7053452396752;-101.901603313909;-27.4527493286452;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528148687210845;3.58282084697944;3.3912666079269;6.23542907166034;0.142167657357535;35442.4188716054;129.8802891185;6
1140;1139;-67.3911460550846;-106.832180233951;-13.7334375466504;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528148042594909;3.5828212525964;3.39126665012395;6.23542918219836;0.142167657282139;33961.5491833786;127.056241904933;6
1141;1140;-75.7018295892484;-101.979145406941;-0.0032621338738234;2494;0;9999;3;41.9611111111071;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528148042594909;3.58282125272244;3.3912666494038;6.23542918031209;0.142167657283864;33961.5491833786;127.005956993092;6
1142;1141;-67.3063445312837;-97.1503781217363;13.7385911981866;2494;0;9999;4;0;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052814419101279;3.58282365974017;3.39126691053912;6.23542986439927;0.142167656809255;29309.3773612849;118.983565552017;6
1143;1142;-75.6758918788377;-101.94259110337;27.4824382808744;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528148901157367;3.58282072865248;3.39126659632252;6.23542904126518;0.142167657378252;38362.8803889193;129.901566219921;6
1144;1143;-67.4580224255022;-97.4134711260766;41.2149840290178;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528146474927195;3.5828222428484;3.39126676330022;6.23542947870461;0.142167657072634;31981.5289512946;125.453752653728;6
1145;1144;-75.5993246698794;-101.845950271896;54.8991407636215;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528150250161295;3.58281988868293;3.3912665091683;6.23542881296433;0.14216765753381;41827.3861920478;138.209157199917;6
1146;1145;-67.2508327551751;-97.1891012729849;68.4634811991244;2494;0;9999;3;17.9833333333259;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528148732648189;3.58282083831525;3.39126661647377;6.23542909408493;0.142167657335949;35204.7362701806;136.585666050351;6
1147;1146;-75.560649118165;-100.916033262938;82.0754064413791;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052815467669836;3.58281713734944;3.39126622230581;6.23542806151007;0.142167658048124;58943.7579721946;150.432143530571;6
1148;1147;-67.1773996973146;-97.3484787830506;95.7599105467825;2494;0;9999;4;17.9833333333259;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151554774556;3.58281908145045;3.39126643198655;6.23542861081013;0.142167657667135;42200.144301452;152.182422833239;6
1149;1148;-58.4237887896033;-101.328939565645;109.075853721104;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528156110096865;3.5828162473163;3.39126612980814;6.23542781920544;0.142167658214067;65968.4823668821;159.932595036215;6
1150;1149;-66.9546181247313;-86.92422643755;-109.281929932519;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154406629557;3.58281731092298;3.3912662396162;6.23542810685418;0.142167658017248;60958.4536535762;154.858910753534;6
1151;1150;-71.2553085225602;-89.8767532328483;-95.8044902828647;1247;0;9999;1;5.99444444444155;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151214614474;3.582819294176;3.39126644848202;6.23542865399528;0.14216765764168;41996.3591052174;149.444471703315;6
1152;1151;-69.1881808542022;-82.0061307023445;-82.4561190979642;1247;0;9999;1;35.9666666666621;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151214614474;3.582819294176;3.39126644848202;6.23542865399528;0.14216765764168;41996.3591052174;135.318222791247;6
1153;1152;-75.8901634813172;-92.2576013851854;-68.3164459250716;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528148357990519;3.58282106981939;3.39126663646982;6.23542914644489;0.142167657303241;32117.3654801789;137.615110763324;6
1154;1153;-67.2956942387347;-87.4078894116696;-54.9499059132965;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528146102781965;3.58282246800688;3.39126678464338;6.23542953460091;0.142167657036118;29324.1191591057;123.240990560593;6
1155;1154;-75.5695435403388;-92.0712029887221;-41.2337579543795;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528146102781965;3.58282246800688;3.39126678464338;6.23542953460091;0.142167657036118;29324.1191591057;126.047947725165;6
1156;1155;-67.3090515866879;-87.4251485078314;-27.4844035095895;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528144849676167;3.58282324262113;3.3912668667862;6.23542974978221;0.142167656887882;28248.273787998;113.706013268401;6
1157;1156;-75.8036483306659;-92.2867664454259;-13.7407188011643;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528144160911966;3.58282367459545;3.39126691274408;6.23542987017546;0.142167656804882;28390.226324394;120.215838034614;6
1158;1157;-67.3041685315303;-87.4304983046656;-0.000978558968072066;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528144160911966;3.58282367458963;3.39126691250992;6.23542986955927;0.142167656805633;28390.226324394;110.335593243886;6
1159;1158;-75.712769962359;-82.5794911468914;13.7406619168562;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052814419101279;3.58282365974017;3.39126691053912;6.23542986439927;0.142167656809255;29309.3773612849;112.874273788875;6
1160;1159;-67.3353949983734;-87.4433047390323;27.4224758078;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528145059255717;3.58282312299234;3.39126685503649;6.23542971900997;0.142167656908409;30209.1218240706;113.720618810749;6
1161;1160;-75.7814686503453;-82.6168834769068;41.1386736006352;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528146474927195;3.5828222428484;3.39126676330022;6.23542947870461;0.142167657072634;31981.5289512946;119.418469642931;6
1162;1161;-67.3450641753961;-87.5082751558699;54.9925019295709;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528146474927195;3.5828222428484;3.39126676330022;6.23542947870461;0.142167657072634;31981.5289512946;123.358141839189;6
1163;1162;-76.2863120857299;-83.8973364832719;68.6402464133153;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528148732648189;3.58282083831525;3.39126661647377;6.23542909408493;0.142167657335949;35204.7362701806;132.551302929505;6
1164;1163;-68.3005218470955;-87.5114642553357;82.4563151356315;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151554774556;3.58281908145045;3.39126643198655;6.23542861081013;0.142167657667135;42200.144301452;138.28326567754;6
1165;1164;-59.4726130546726;-83.8927308008116;96.1379065445912;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149826313102;3.58282015333303;3.3912665469096;6.23542891186647;0.142167657459219;37358.310690752;140.774568227165;6
1166;1165;-67.1217867040278;-87.063808963989;109.620481664221;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154746258887;3.58281709740313;3.39126622306468;6.2354280635209;0.142167658042805;54622.1354504283;155.248481738002;6
1167;1166;-58.3887408687405;-82.0843388454522;122.910433968729;2494;0;9999;3;11.9888888888831;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528156700574013;3.58281588281974;3.39126609509527;6.23542772829338;0.14216765827309;68050.3189873013;158.915255788465;6
1168;1167;-66.4557825345342;-77.1083805998283;-122.747396263659;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528155633766911;3.58281655139064;3.39126616403343;6.23542790888015;0.142167658149429;64941.2182478919;159.464719234422;6
1169;1168;-75.2795086126346;-72.6029702166792;-109.418339064847;2494;0;9999;3;0;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528151952218093;3.58281883987497;3.39126640501555;6.23542854015129;0.14216765771626;49142.9394823662;151.36237519593;6
1170;1169;-67.074177144729;-76.9380544378645;-96.1431722946658;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528148253884782;3.58282113910988;3.39126664748278;6.23542917531397;0.142167657280113;34942.0471947812;140.220965048769;6
1171;1170;-76.8990610945896;-70.7919223062114;-82.4066801097364;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528148253884782;3.58282113910988;3.39126664748278;6.23542917531397;0.142167657280113;34942.0471947812;133.100799350517;6
1172;1171;-67.2965872087995;-77.5556617163971;-68.5011712441768;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528145141351275;3.58282307707434;3.39126685328849;6.23542971443969;0.142167656909342;27799.9559870293;123.434686275957;6
1173;1172;-75.777396139253;-72.9781724652225;-54.9651264485834;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528142710979504;3.58282458838963;3.39126701380409;6.23543013492488;0.142167656620044;26448.212801134;118.697904562456;6
1174;1173;-67.3295462567775;-77.7105149644392;-41.2163038371635;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528142710979504;3.58282458838963;3.39126701380409;6.23543013492488;0.142167656620044;26448.212801134;110.774435846811;6
1175;1174;-75.7309186848627;-72.855300704192;-27.4719255384986;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.05281414833653;3.58282535107934;3.39126709586836;6.23543034990152;0.142167656471533;26348.0477090366;108.617556492237;6
1176;1175;-67.4358744466539;-77.6969265765747;-13.7526793996003;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528140825259684;3.58282576131046;3.39126713978472;6.23543046494737;0.142167656391975;26908.9794769142;103.795692360033;6
1177;1176;-75.7148443815539;-72.8505422380469;0.00749097009363054;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528140904261447;3.58282570980892;3.39126713326115;6.2354304478608;0.142167656403757;27629.994729678;105.071115061253;6
1178;1177;-67.3501559133766;-68.0625566767633;13.7291951899919;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528140904261447;3.58282570980892;3.39126713326115;6.2354304478608;0.142167656403757;27629.994729678;96.7318247708512;6
1179;1178;-75.7155524672893;-72.8525747478973;27.464563059861;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528141799615949;3.58282515532301;3.39126707536687;6.23543029620414;0.142167656507698;28021.7758158169;108.60315261029;6
1180;1179;-67.8102817498578;-67.9355170692867;41.1430705677619;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052814324716881;3.58282425636371;3.391266981483;6.23543005027232;0.142167656676109;28740.4517130076;104.432854247168;6
1181;1180;-76.0416672851181;-73.0110465902471;54.2954414179499;2494;0;9999;3;0;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052814324716881;3.58282425636371;3.391266981483;6.23543005027232;0.142167656676109;28740.4517130076;118.578847382127;6
1182;1181;-69.1245931395806;-70.3080843556825;68.4383864103108;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528145662838994;3.58282275199245;3.39126682370046;6.23542963695354;0.142167656959173;29760.1203422611;120.021868161287;6
1183;1182;-60.2012664605952;-70.2374374969965;81.7605368306564;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528148688429756;3.5828208915729;3.39126670287863;6.23542932063785;0.142167657124193;34379.2349317922;123.459610773893;6
1184;1183;-67.9586158899563;-67.5767610889861;95.9590846282401;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528148688429756;3.58282086567502;3.39126662565434;6.23542911816621;0.142167657314137;34379.2349317922;135.621303767683;6
1185;1184;-59.0389692292758;-72.7053709153484;110.044041884954;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528150679743295;3.58281962390637;3.39126649576951;6.23542877792991;0.142167657546562;40849.9636107742;144.503847706458;6
1186;1185;-67.1293917806183;-67.5692473417567;122.956734250022;2494;0;9999;4;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052815595388368;3.58281634856473;3.39126614792363;6.23542786670457;0.142167658174453;62570.0278853842;155.532366164081;6
1187;1186;-54.7806256807782;-78.2854690014477;136.585606269076;1247;0;9999;1;47.9555555555516;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.05281546112084;3.58281718226222;3.39126623671683;6.23542809931124;0.142167658013988;56900.444283738;166.688810202261;6
1188;1187;-66.6621234728351;-57.8775741976692;-136.143136669947;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528153976549633;3.58281758476413;3.39126627732408;6.23542820567323;0.142167657942251;53681.3921180379;162.260919396034;6
1189;1188;-75.075360943644;-62.837459453865;-122.729702912057;2494;0;9999;4;35.9666666666621;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528155633766911;3.58281655139064;3.39126616403343;6.23542790888015;0.142167658149429;64941.2182478919;156.995019374234;6
1190;1189;-66.9716568629522;-58.5805213876839;-109.584862060078;2494;0;9999;4;0;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149903990443;3.58282011328923;3.39126654351232;6.23542890297462;0.142167657463553;39481.3823629436;141.158500635803;6
1191;1190;-75.5065040432144;-62.9202407807073;-96.304439640739;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528148253884782;3.58282113910988;3.39126664748278;6.23542917531397;0.142167657280113;34942.0471947812;137.603539006985;6
1192;1191;-67.0609350844541;-58.0333797997745;-82.5217266489617;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052814597594841;3.58282255774818;3.3912668024003;6.23542958115475;0.142167656997315;31007.6882325957;121.139909008189;6
1193;1192;-75.7352768327355;-62.9975677310054;-68.3776642268048;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528145141351275;3.58282307707434;3.39126685328849;6.23542971443969;0.142167656909342;27799.9559870293;119.91676555873;6
1194;1193;-67.4480224596255;-58.9901444628611;-54.8904604488673;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528140192871295;3.5828261629284;3.39126718346199;6.23543057937171;0.142167656312198;26398.7199536302;105.081090238692;6
1195;1194;-75.7454075512179;-63.2046964525256;-41.206135123696;2494;0;9999;3;17.9833333333259;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528142710979504;3.58282458838963;3.39126701380409;6.23543013492488;0.142167656620044;26448.212801134;106.911860850835;6
1196;1195;-67.299554447808;-58.3464753540152;-27.3884427723316;2494;0;9999;3;41.9611111111071;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528138918337245;3.58282695640983;3.39126726953307;6.23543080484494;0.142167656156036;26700.2182145313;93.1862007627924;6
1197;1196;-75.7201462948926;-63.1428327660583;-13.7308786903108;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528140825259684;3.58282576131046;3.39126713978472;6.23543046494737;0.142167656391975;26908.9794769142;99.5444368824816;6
1198;1197;-67.3337444035183;-58.3052670958016;-0.0721324341356221;2494;0;9999;3;29.9722222222167;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528138268296371;3.58282736028026;3.39126731347144;6.23543091995025;0.142167656075981;27271.5861518491;89.069312951202;6
1199;1198;-75.9777587767809;-53.4221648269411;13.7260432587401;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528138354075303;3.58282730435549;3.39126730798476;6.23543090558727;0.142167656084733;27726.796378339;93.8879746670487;6
1200;1199;-67.3451972807094;-58.3181449700145;27.5179205236606;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528139179006521;3.58282679260991;3.39126725420684;6.23543076471192;0.142167656181641;27925.3690344753;93.2395708884795;6
1201;1200;-75.7889496304321;-53.5005410452626;41.028449757598;2711.98224379962;0;9999;2;47.9555555555516;598.205528672106;2113.77671512752;0.722991187062207;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528140573340822;3.58282592567655;3.3912671627485;6.23543052513093;0.142167656346432;28090.4631950225;101.437697468603;6
1202;1201;-67.3812956720759;-58.4322661937991;54.5200264393004;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528140573340822;3.58282592567655;3.3912671627485;6.23543052513093;0.142167656346432;28090.4631950225;104.532301332807;6
1203;1202;-57.8399973592082;-47.9724556989387;68.8601268881502;1247;0;9999;1;35.9666666666621;270;977;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528140975259418;3.58282567468544;3.39126713803918;6.23543046041725;0.142167656389077;28044.1658001822;101.92418199501;6
1204;1203;-68.1131041183553;-57.0472670666911;82.7449361737349;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528146248611641;3.58282238510215;3.39126679064075;6.23542955038514;0.142167657013464;30490.3356565506;121.410502407377;6
1205;1204;-59.6913554874179;-53.1293956909777;96.1817284905076;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.05281442214972;3.58282364656335;3.3912669258923;6.23542990470353;0.142167656767744;29957.2679422909;125.046853226443;6
1206;1205;-67.2736694213942;-58.2432011523783;109.662241181226;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528150243722158;3.58281989540552;3.3912665272738;6.23542886047377;0.142167657487413;37315.4641455839;141.222605197556;6
1207;1206;-58.863869757514;-53.18933087092;123.419214372326;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528152832102197;3.58281829093624;3.39126635781385;6.23542841655987;0.142167657792296;49335.9826593001;146.718651021633;6
1208;1207;-67.8284735906249;-55.7206833205987;136.560890030585;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528154330802585;3.5828173624889;3.39126625904173;6.23542815780979;0.142167657970962;55028.5752726551;162.340300188506;6
1209;1208;-74.8823372839104;-43.4990759054994;-136.276745656717;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528153976549633;3.58281758476413;3.39126627732408;6.23542820567323;0.142167657942251;53681.3921180379;161.464811796624;6
1210;1209;-67.0726661906953;-48.71526960123;-123.112884820737;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528153976549633;3.58281758476413;3.39126627732408;6.23542820567323;0.142167657942251;53681.3921180379;148.420694147188;6
1211;1210;-76.1447477377595;-46.1352417200253;-109.610675644262;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528149903990443;3.58282011328923;3.39126654351232;6.23542890297462;0.142167657463553;39481.3823629436;141.212546722321;6
1212;1211;-67.588374195525;-48.5968769840352;-96.0857123706304;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052814597594841;3.58282255774818;3.3912668024003;6.23542958115475;0.142167656997315;31007.6882325957;127.131069769617;6
1213;1212;-75.7012324285082;-43.6710978778502;-82.4567347615684;2494;0;9999;3;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.052814597594841;3.58282255774818;3.3912668024003;6.23542958115475;0.142167656997315;31007.6882325957;120.153878375155;6
1214;1213;-67.4729771261576;-48.6698883341319;-69.1658675722764;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528142776943332;3.58282455291883;3.39126701374612;6.23543013478952;0.142167656617161;26926.6517650755;108.190932659579;6
1215;1214;-76.8980943307916;-43.5616283448644;-54.9487611240724;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528140192871295;3.5828261629284;3.39126718346199;6.23543057937171;0.142167656312198;26398.7199536302;104.068721164593;6
1216;1215;-67.6795949760045;-49.1834614256867;-40.7358558297093;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528140192871295;3.5828261629284;3.39126718346199;6.23543057937171;0.142167656312198;26398.7199536302;93.0534814185202;6
1217;1216;-75.7451091951663;-43.7120457820634;-27.4362334635621;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528138918337245;3.58282695640983;3.39126726953307;6.23543080484494;0.142167656156036;26700.2182145313;91.6559404518221;6
1218;1217;-67.286826097125;-48.5794394224733;-13.7362568710722;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528138268296371;3.58282736028218;3.39126731351601;6.23543092006659;0.142167656075854;27271.5861518491;84.1199361248841;6
1219;1218;-75.728135432217;-44.1216650885147;0.01568029722073;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528138354075303;3.58282730435576;3.39126730799475;6.23543090561349;0.142167656084702;27726.796378339;87.644007622284;6
1220;1219;-67.2997527881664;-38.9738570599468;13.7861216394974;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528136739280372;3.58282832005824;3.39126742148476;6.23543120292891;0.142167655876667;27630.9485920657;78.9827538728328;6
1221;1220;-75.740251677434;-43.7155875642006;27.4759408135465;2494;0;9999;2;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528139179006521;3.58282679260991;3.39126725420684;6.23543076471192;0.142167656181641;27925.3690344753;91.665509565124;6
1222;1221;-67.2952781099811;-39.0737620694214;40.8115975832395;2494;0;9999;1;53.9555555555516;540;1954;0.75;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0.0528138868544253;3.58282699302792;3.39126728078189;6.23543083434874;0.142167656130094;27441.4697727186;87.8692200685413;6
